file,line,string,suggested_key
"src/app/(admin)/admin/support/page.tsx",50,"En cours","adminAdminSupport.cours"
"src/app/(admin)/admin/support/page.tsx",51,"Résolu","adminAdminSupport.resolu"
"src/app/(admin)/admin/support/page.tsx",52,"Fermé","adminAdminSupport.ferme"
"src/app/(admin)/admin/support/page.tsx",94,"Impossible de charger les tickets","adminAdminSupport.impossible.charger.tickets"
"src/app/(admin)/admin/support/page.tsx",141,"Ticket mis à jour","adminAdminSupport.ticket.mis.jour"
"src/app/(admin)/admin/support/page.tsx",159,"Impossible de mettre à jour le ticket","adminAdminSupport.impossible.mettre.jour.ticket"
"src/app/(admin)/admin/support/page.tsx",168,"En attente","adminAdminSupport.attente"
"src/app/(admin)/admin/support/page.tsx",169,"En cours","adminAdminSupport.cours"
"src/app/(admin)/admin/support/page.tsx",170,"Résolu","adminAdminSupport.resolu"
"src/app/(admin)/admin/support/page.tsx",171,"Fermé","adminAdminSupport.ferme"
"src/app/(admin)/admin/support/page.tsx",293,"Rechercher par sujet, email...","adminAdminSupport.rechercher.sujet.email"
"src/app/(admin)/admin/support/page.tsx",318,"Catégorie","adminAdminSupport.categorie"
"src/app/(admin)/admin/support/page.tsx",340,"Aucun ticket trouvé","adminAdminSupport.aucun.ticket.trouve"
"src/app/(admin)/admin/support/page.tsx",341,"Modifiez vos filtres ou attendez de nouveaux tickets","adminAdminSupport.modifiez.filtres.ou.attendez.nouveaux"
"src/app/(admin)/admin/support/page.tsx",349,"Établissement","adminAdminSupport.etablissement"
"src/app/(admin)/admin/support/page.tsx",351,"Catégorie","adminAdminSupport.categorie"
"src/app/(admin)/admin/support/page.tsx",352,"Priorité","adminAdminSupport.priorite"
"src/app/(admin)/admin/support/page.tsx",364,"Non lu","adminAdminSupport.non.lu"
"src/app/(admin)/admin/support/page.tsx",380,"Général","adminAdminSupport.general"
"src/app/(admin)/admin/support/page.tsx",426,"Détails du ticket","adminAdminSupport.details.ticket"
"src/app/(admin)/admin/support/page.tsx",459,"Statut du ticket","adminAdminSupport.statut.ticket"
"src/app/(admin)/admin/support/page.tsx",465,"En attente","adminAdminSupport.attente"
"src/app/(admin)/admin/support/page.tsx",466,"En cours","adminAdminSupport.cours"
"src/app/(admin)/admin/support/page.tsx",467,"Résolu","adminAdminSupport.resolu"
"src/app/(admin)/admin/support/page.tsx",468,"Fermé","adminAdminSupport.ferme"
"src/app/(admin)/admin/support/page.tsx",474,"Priorité","adminAdminSupport.priorite"
"src/app/(admin)/admin/support/page.tsx",497,"Mettre à jour le statut","adminAdminSupport.mettre.jour.statut"
"src/app/(admin)/admin/support/page.tsx",504,"Fil de discussion","adminAdminSupport.fil.discussion"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",68,"Tous les utilisateurs","adminAdminUtilisateurs.tous.utilisateurs"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",69,"Gérez les comptes utilisateurs et leurs rôles","adminAdminUtilisateurs.gerez.comptes.utilisateurs.leurs.roles"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",74,"Rechercher par nom ou email...","adminAdminUtilisateurs.rechercher.nom.ou.email"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",88,"Rôle","adminAdminUtilisateurs.role"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",90,"Inscrit le","adminAdminUtilisateurs.inscrit"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",159,"Succès","adminAdminUtilisateurs.succes"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",172,"Succès","adminAdminUtilisateurs.succes"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",187,"Succès","adminAdminUtilisateurs.succes"
"src/app/(admin)/admin/utilisateurs/UsersTable.tsx",187,"Compte suspendu","adminAdminUtilisateurs.compte.suspendu"
"src/app/actions/admin-activity.ts",33,"Nouvel avis publié","actionsAdminactivity.nouvel.avis.publie"
"src/app/actions/admin-activity.ts",47,"Nouvel utilisateur","actionsAdminactivity.nouvel.utilisateur"
"src/app/actions/admin-bulk.ts",127,"r.id) as Array","actionsAdminbulk.r.id.as.array"
"src/app/actions/admin-bulk.ts",156,"Aucun avis selectionne.","actionsAdminbulk.aucun.avis.selectionne"
"src/app/actions/admin-bulk.ts",248,"Aucun avis selectionne.","actionsAdminbulk.aucun.avis.selectionne"
"src/app/actions/admin-bulk.ts",307,"Aucun etablissement selectionne.","actionsAdminbulk.aucun.etablissement.selectionne"
"src/app/actions/admin-bulk.ts",361,"Aucun etablissement selectionne.","actionsAdminbulk.aucun.etablissement.selectionne"
"src/app/actions/admin-bulk.ts",416,"Aucun signalement selectionne.","actionsAdminbulk.aucun.signalement.selectionne"
"src/app/actions/admin-business-assignment.ts",63,"Invalid assignment role","actionsAdminbusinessassignment.invalid.assignment.role"
"src/app/actions/admin-business-assignment.ts",146,"This user already manages another business. Non-admin users are limited to one business. Remove the existing assignment/claim first.","actionsAdminbusinessassignment.this.user.already.manages.another"
"src/app/actions/admin-business-assignment.ts",413,"Business assignment removed successfully","actionsAdminbusinessassignment.business.assignment.removed.successfully"
"src/app/actions/admin.ts",56,"empty identifier","actionsAdmin.empty.identifier"
"src/app/actions/admin.ts",219,"Erreur lors de la mise à jour atomique.","actionsAdmin.erreur.lors.mise.jour.atomique"
"src/app/actions/admin.ts",267,"Vous ne pouvez pas modifier votre propre rôle.","actionsAdmin.vous.ne.pouvez.pas.modifier"
"src/app/actions/admin.ts",317,"Vous ne pouvez pas suspendre votre propre compte.","actionsAdmin.vous.ne.pouvez.pas.suspendre"
"src/app/actions/admin.ts",328,"Impossible de suspendre un administrateur.","actionsAdmin.impossible.suspendre.administrateur"
"src/app/actions/admin.ts",384,"Utilisateurs récupérés. NOTE: This function has N+1 performance issues and should only be used in client components.","actionsAdmin.utilisateurs.recuperes.note.this.function"
"src/app/actions/admin.ts",448,"Établissement créé avec succès.","actionsAdmin.etablissement.cree.succes"
"src/app/actions/admin.ts",470,"Suggestion non trouvée.","actionsAdmin.suggestion.non.trouvee"
"src/app/actions/admin.ts",474,"Cette suggestion a déjà été traitée.","actionsAdmin.cette.suggestion.deja.ete.traitee"
"src/app/actions/admin.ts",538,"Établissement créé avec succès depuis la suggestion.","actionsAdmin.etablissement.cree.succes.depuis.suggestion"
"src/app/actions/admin.ts",579,"Suggestion rejetée avec succès.","actionsAdmin.suggestion.rejetee.succes"
"src/app/actions/admin.ts",668,"Établissement introuvable.","actionsAdmin.etablissement.introuvable"
"src/app/actions/admin.ts",737,"Vous devez être connecté.","actionsAdmin.vous.devez.etre.connecte"
"src/app/actions/admin.ts",748,"Aucun établissement associé.","actionsAdmin.aucun.etablissement.associe"
"src/app/actions/admin.ts",759,"Mise à jour introuvable ou non autorisée.","actionsAdmin.mise.jour.introuvable.ou.non"
"src/app/actions/admin.ts",772,"Mise à jour supprimée.","actionsAdmin.mise.jour.supprimee"
"src/app/actions/admin.ts",792,"Veuillez corriger les erreurs dans le formulaire.","actionsAdmin.veuillez.corriger.erreurs.formulaire"
"src/app/actions/admin.ts",804,"Vous devez être connecté.","actionsAdmin.vous.devez.etre.connecte"
"src/app/actions/admin.ts",815,"Aucun établissement associé.","actionsAdmin.aucun.etablissement.associe"
"src/app/actions/admin.ts",826,"Mise à jour introuvable ou non autorisée.","actionsAdmin.mise.jour.introuvable.ou.non"
"src/app/actions/admin.ts",842,"Mise à jour modifiée avec succès.","actionsAdmin.mise.jour.modifiee.succes"
"src/app/actions/admin.ts",857,"Vous devez etre connecte.","actionsAdmin.vous.devez.etre.connecte"
"src/app/actions/admin.ts",867,"Aucun etablissement associe.","actionsAdmin.aucun.etablissement.associe"
"src/app/actions/admin.ts",877,"Mise a jour introuvable ou non autorisee.","actionsAdmin.mise.jour.introuvable.ou.non"
"src/app/actions/admin.ts",923,"Paiement introuvable.","actionsAdmin.paiement.introuvable"
"src/app/actions/admin.ts",984,"Erreur activation premium: echec synchronisation premium.","actionsAdmin.erreur.activation.premium.echec.synchronisation"
"src/app/actions/admin.ts",1003,"Paiement valide","actionsAdmin.paiement.valide"
"src/app/actions/admin.ts",1029,"Paiement verifié et statut Premium accordé avec succès.","actionsAdmin.paiement.verifie.statut.premium.accorde"
"src/app/actions/admin.ts",1066,"Paiements récupérés (sans détails).","actionsAdmin.paiements.recuperes.details"
"src/app/actions/admin.ts",1069,"Paiements récupérés.","actionsAdmin.paiements.recuperes"
"src/app/actions/admin.ts",1094,"Paiement introuvable.","actionsAdmin.paiement.introuvable"
"src/app/actions/admin.ts",1141,"Paiement rejete","actionsAdmin.paiement.rejete"
"src/app/actions/admin.ts",1151,"Paiement rejeté avec succès.","actionsAdmin.paiement.rejete.succes"
"src/app/actions/admin.ts",1183,"Utilisateur introuvable avec cet email.","actionsAdmin.utilisateur.introuvable.cet.email"
"src/app/actions/admin.ts",1247,"Erreur mise a jour profil: echec synchronisation premium.","actionsAdmin.erreur.mise.jour.profil.echec"
"src/app/actions/admin.ts",1272,"Abonnement active","actionsAdmin.abonnement.active"
"src/app/actions/admin.ts",1385,"Demande de logo reçue","actionsAdmin.demande.logo.recue"
"src/app/actions/admin.ts",1414,"Demande de logo marquée pour cet établissement.","actionsAdmin.demande.logo.marquee.pour.cet"
"src/app/actions/admin.ts",1485,"Paramètres mis à jour et cache vidé avec succès.","actionsAdmin.parametres.mis.jour.cache.vide"
"src/app/actions/admin.ts",1505,"Une raison detaillee (10+ caracteres) est obligatoire.","actionsAdmin.raison.detaillee.10.caracteres.est"
"src/app/actions/admin.ts",1777,"Rapport salaires genere.","actionsAdmin.rapport.salaires.genere"
"src/app/actions/admin.ts",1820,"Rapports salaires personnalises generes.","actionsAdmin.rapports.salaires.personnalises.generes"
"src/app/actions/admin.ts",1840,"Vous ne pouvez pas supprimer votre propre compte.","actionsAdmin.vous.ne.pouvez.pas.supprimer"
"src/app/actions/admin.ts",1851,"Impossible de supprimer un administrateur.","actionsAdmin.impossible.supprimer.administrateur"
"src/app/actions/blog-admin.ts",123,"Titre, description, contenu et slug sont obligatoires.","actionsBlogadmin.titre.description.contenu.slug.sont"
"src/app/actions/blog-admin.ts",127,"Le contenu est trop court (minimum 80 caracteres).","actionsBlogadmin.contenu.est.trop.court.minimum"
"src/app/actions/blog-admin.ts",172,"Erreur inattendue","actionsBlogadmin.erreur.inattendue"
"src/app/actions/business.ts",42,"Veuillez remplir les champs obligatoires.","actionsBusiness.veuillez.remplir.champs.obligatoires"
"src/app/actions/business.ts",48,"Vous devez être connecté pour suggérer une entreprise.","actionsBusiness.vous.devez.etre.connecte.pour"
"src/app/actions/business.ts",71,"Erreur lors de la suggestion de l\","actionsBusiness.erreur.lors.suggestion.l"
"src/app/actions/business.ts",76,"Établissement suggéré avec succès ! Notre équipe examinera votre suggestion.","actionsBusiness.etablissement.suggere.succes.notre.equipe"
"src/app/actions/business.ts",80,"Une erreur inattendue est survenue.","actionsBusiness.erreur.inattendue.est.survenue"
"src/app/actions/business.ts",272,"Donnees de signalement invalides.","actionsBusiness.donnees.signalement.invalides"
"src/app/actions/business.ts",277,"Vous devez etre connecte pour signaler un media.","actionsBusiness.vous.devez.etre.connecte.pour"
"src/app/actions/business.ts",294,"Erreur lors du signalement.","actionsBusiness.erreur.lors.signalement"
"src/app/actions/business.ts",298,"Nouveau signalement media","actionsBusiness.nouveau.signalement.media"
"src/app/actions/business.ts",299,"Un media a ete signale et attend moderation.","actionsBusiness.media.ete.signale.attend.moderation"
"src/app/actions/business.ts",304,"Signalement envoyé avec succès.","actionsBusiness.signalement.envoye.succes"
"src/app/actions/business.ts",307,"Une erreur inattendue est survenue.","actionsBusiness.erreur.inattendue.est.survenue"
"src/app/actions/business.ts",339,"Non autorisé","actionsBusiness.non.autorise"
"src/app/actions/business.ts",342,"ID de l\","actionsBusiness.id.l"
"src/app/actions/business.ts",348,"Permissions insuffisantes","actionsBusiness.permissions.insuffisantes"
"src/app/actions/business.ts",365,"Fonctionnalite reservee aux comptes Premium.","actionsBusiness.fonctionnalite.reservee.comptes.premium"
"src/app/actions/business.ts",373,"Champs requis manquants.","actionsBusiness.champs.requis.manquants"
"src/app/actions/business.ts",390,"Erreur lors de la publication.","actionsBusiness.erreur.lors.publication"
"src/app/actions/business.ts",413,"Nouveauté publiée et abonnés notifiés !","actionsBusiness.nouveaute.publiee.abonnes.notifies"
"src/app/actions/business.ts",417,"Erreur interne.","actionsBusiness.erreur.interne"
"src/app/actions/business.ts",451,"Non autorisé","actionsBusiness.non.autorise"
"src/app/actions/business.ts",461,"ID de l\","actionsBusiness.id.l"
"src/app/actions/business.ts",469,"Vous n\","actionsBusiness.vous.n"
"src/app/actions/business.ts",501,"Veuillez corriger les erreurs dans le formulaire.","actionsBusiness.veuillez.corriger.erreurs.formulaire"
"src/app/actions/business.ts",540,"Erreur lors de la mise à jour du profil","actionsBusiness.erreur.lors.mise.jour.profil"
"src/app/actions/business.ts",596,"Page entreprise mise a jour","actionsBusiness.page.entreprise.mise.jour"
"src/app/actions/business.ts",597,"Informations de la page mises a jour.","actionsBusiness.informations.page.mises.jour"
"src/app/actions/business.ts",609,"Profil mis a jour avec succes (identifiant corrige automatiquement).","actionsBusiness.profil.mis.jour.succes.identifiant"
"src/app/actions/business.ts",615,"Aucun etablissement mis a jour. Verifiez l\","actionsBusiness.aucun.etablissement.mis.jour.verifiez"
"src/app/actions/business.ts",627,"Page entreprise mise a jour","actionsBusiness.page.entreprise.mise.jour"
"src/app/actions/business.ts",640,"Profil mis à jour avec succès","actionsBusiness.profil.mis.jour.succes"
"src/app/actions/business.ts",643,"Erreur serveur lors de la mise à jour du profil","actionsBusiness.erreur.serveur.lors.mise.jour"
"src/app/actions/business.ts",670,"Non autorisé","actionsBusiness.non.autorise"
"src/app/actions/business.ts",676,"Permissions insuffisantes","actionsBusiness.permissions.insuffisantes"
"src/app/actions/business.ts",702,"Erreur lors de la mise à jour des images","actionsBusiness.erreur.lors.mise.jour.images"
"src/app/actions/business.ts",708,"Media de la page mis a jour","actionsBusiness.media.page.mis.jour"
"src/app/actions/business.ts",709,"Le logo, la couverture ou la galerie de cette page a ete mise a jour.","actionsBusiness.logo.couverture.ou.galerie.cette"
"src/app/actions/business.ts",718,"Images mises à jour avec succès","actionsBusiness.images.mises.jour.succes"
"src/app/actions/business.ts",721,"Erreur serveur lors de la mise à jour des images","actionsBusiness.erreur.serveur.lors.mise.jour"
"src/app/actions/business.ts",748,"Non autorisé","actionsBusiness.non.autorise"
"src/app/actions/business.ts",754,"Permissions insuffisantes","actionsBusiness.permissions.insuffisantes"
"src/app/actions/business.ts",767,"Erreur lors de l\","actionsBusiness.erreur.lors.l"
"src/app/actions/business.ts",773,"Horaires mis a jour","actionsBusiness.horaires.mis.jour"
"src/app/actions/business.ts",774,"Les horaires de cette page ont ete modifies.","actionsBusiness.horaires.cette.page.ont.ete"
"src/app/actions/business.ts",783,"Horaires enregistrés avec succès","actionsBusiness.horaires.enregistres.succes"
"src/app/actions/business.ts",786,"Erreur serveur lors de l\","actionsBusiness.erreur.serveur.lors.l"
"src/app/actions/categories.ts",134,"): Promise","actionsCategories.promise"
"src/app/actions/categories.ts",166,"Catégorie enregistrée avec succès.","actionsCategories.categorie.enregistree.succes"
"src/app/actions/categories.ts",200,"Catégorie supprimée avec succès.","actionsCategories.categorie.supprimee.succes"
"src/app/actions/categories.ts",209,"): Promise","actionsCategories.promise"
"src/app/actions/categories.ts",240,"Sous-catégorie enregistrée avec succès.","actionsCategories.sous.categorie.enregistree.succes"
"src/app/actions/categories.ts",273,"Sous-catégorie supprimée avec succès.","actionsCategories.sous.categorie.supprimee.succes"
"src/app/actions/claim-admin.ts",39,"Non autorise.","actionsClaimadmin.non.autorise"
"src/app/actions/claim-admin.ts",49,"Acces reserve aux administrateurs.","actionsClaimadmin.acces.reserve.administrateurs"
"src/app/actions/claim-admin.ts",75,"Revendication introuvable.","actionsClaimadmin.revendication.introuvable"
"src/app/actions/claim-admin.ts",84,"Erreur: cette revendication n'a pas d'utilisateur associe.","actionsClaimadmin.erreur.cette.revendication.n.pas"
"src/app/actions/claim-admin.ts",150,"Cet etablissement est deja gere par un autre utilisateur.","actionsClaimadmin.cet.etablissement.est.deja.gere"
"src/app/actions/claim-admin.ts",195,"Erreur verification mise a jour profil.","actionsClaimadmin.erreur.verification.mise.jour.profil"
"src/app/actions/claim-admin.ts",282,"Revendication approuvee","actionsClaimadmin.revendication.approuvee"
"src/app/actions/claim-admin.ts",301,"Revendication refusee","actionsClaimadmin.revendication.refusee"
"src/app/actions/claim.ts",239,"Cet établissement a déjà été revendiqué par un autre utilisateur.","actionsClaim.cet.etablissement.deja.ete.revendique"
"src/app/actions/claim.ts",418,"Nouvelle revendication a valider","actionsClaim.nouvelle.revendication.valider"
"src/app/actions/claim.ts",481,"Vous devez être connecté.","actionsClaim.vous.devez.etre.connecte"
"src/app/actions/claim.ts",491,"Revendication introuvable.","actionsClaim.revendication.introuvable"
"src/app/actions/claim.ts",495,"Accès non autorisé.","actionsClaim.acces.non.autorise"
"src/app/actions/claim.ts",518,"Code invalide ou expiré.","actionsClaim.code.invalide.ou.expire"
"src/app/actions/claim.ts",524,"Le code a expiré. Veuillez demander un nouveau code.","actionsClaim.code.expire.veuillez.demander.nouveau"
"src/app/actions/claim.ts",535,"Erreur lors de la vérification du code.","actionsClaim.erreur.lors.verification.code"
"src/app/actions/claim.ts",550,"Erreur lors de la mise à jour du statut de vérification.","actionsClaim.erreur.lors.mise.jour.statut"
"src/app/actions/claim.ts",567,"Une erreur est survenue lors de la vérification.","actionsClaim.erreur.est.survenue.lors.verification"
"src/app/actions/claim.ts",820,"Vous devez être connecté.","actionsClaim.vous.devez.etre.connecte"
"src/app/actions/claim.ts",832,"Revendication non trouvée ou non autorisée.","actionsClaim.revendication.non.trouvee.ou.non"
"src/app/actions/claim.ts",837,"Méthode de vérification invalide.","actionsClaim.methode.verification.invalide"
"src/app/actions/claim.ts",868,"Erreur lors de la création du code de vérification.","actionsClaim.erreur.lors.creation.code.verification"
"src/app/actions/claim.ts",898,"Une erreur est survenue. Veuillez réessayer.","actionsClaim.erreur.est.survenue.veuillez.reessayer"
"src/app/actions/collections.ts",73,"Veuillez corriger les erreurs dans le formulaire.","actionsCollections.veuillez.corriger.erreurs.formulaire"
"src/app/actions/collections.ts",99,"Collection ajoutée avec succès.","actionsCollections.collection.ajoutee.succes"
"src/app/actions/collections.ts",115,"Collection supprimée.","actionsCollections.collection.supprimee"
"src/app/actions/collections.ts",144,"Veuillez corriger les erreurs dans le formulaire.","actionsCollections.veuillez.corriger.erreurs.formulaire"
"src/app/actions/collections.ts",172,"Collection modifiée avec succès.","actionsCollections.collection.modifiee.succes"
"src/app/actions/diagnostics.ts",101,"Missing (event conversion for this action will not fire)","actionsDiagnostics.missing.event.conversion.this.action"
"src/app/actions/diagnostics.ts",112,"Service role key can call auth.admin","actionsDiagnostics.service.role.key.can.call"
"src/app/actions/email.ts",39,"Revendication Approuvée ✓","actionsEmail.revendication.approuvee"
"src/app/actions/email.ts",43,"Bonne nouvelle! Votre revendication pour l'établissement","actionsEmail.bonne.nouvelle.revendication.pour.l"
"src/app/actions/email.ts",45,"Ce que vous pouvez faire maintenant:","actionsEmail.ce.que.vous.pouvez.faire"
"src/app/actions/email.ts",47,"✅ Accéder à votre tableau de bord professionnel","actionsEmail.acceder.tableau.bord.professionnel"
"src/app/actions/email.ts",48,"✅ Gérer les avis et répondre aux clients","actionsEmail.gerer.avis.repondre.clients"
"src/app/actions/email.ts",49,"✅ Publier des mises à jour et annonces","actionsEmail.publier.mises.jour.annonces"
"src/app/actions/email.ts",50,"✅ Éditer les informations de votre établissement","actionsEmail.editer.informations.etablissement"
"src/app/actions/email.ts",51,"✅ Consulter les statistiques et analytiques","actionsEmail.consulter.statistiques.analytiques"
"src/app/actions/email.ts",52,"✅ Intégrer le widget d'avis sur votre site","actionsEmail.integrer.widget.d.avis.site"
"src/app/actions/email.ts",55,"Accéder à mon tableau de bord","actionsEmail.acceder.mon.tableau.bord"
"src/app/actions/email.ts",90,"Une erreur est survenue lors de l\","actionsEmail.erreur.est.survenue.lors.l"
"src/app/actions/email.ts",124,"Revendication Non Approuvée","actionsEmail.revendication.non.approuvee"
"src/app/actions/email.ts",130,"Après examen, nous ne pouvons pas approuver votre revendication pour l'établissement","actionsEmail.apres.examen.nous.ne.pouvons"
"src/app/actions/email.ts",134,"Raison :","actionsEmail.raison"
"src/app/actions/email.ts",139,"Que faire maintenant?","actionsEmail.que.faire.maintenant"
"src/app/actions/email.ts",141,"📧 Vérifiez que vos informations sont correctes","actionsEmail.verifiez.que.informations.sont.correctes"
"src/app/actions/email.ts",142,"📝 Vous pouvez soumettre une nouvelle revendication","actionsEmail.vous.pouvez.soumettre.nouvelle.revendication"
"src/app/actions/email.ts",143,"💬 Contactez notre support si vous avez des questions","actionsEmail.contactez.notre.support.si.vous"
"src/app/actions/email.ts",146,"Soumettre une nouvelle demande","actionsEmail.soumettre.nouvelle.demande"
"src/app/actions/email.ts",173,"Une erreur est survenue lors de l\","actionsEmail.erreur.est.survenue.lors.l"
"src/app/actions/email.ts",205,"Bienvenue dans Avis Premium! ★","actionsEmail.bienvenue.avis.premium"
"src/app/actions/email.ts",210,"Membre Premium Activé","actionsEmail.membre.premium.active"
"src/app/actions/email.ts",212,"Nous avons le plaisir de vous annoncer que votre statut","actionsEmail.nous.avons.plaisir.vous.annoncer"
"src/app/actions/email.ts",214,"Vos nouveaux avantages exclusifs:","actionsEmail.nouveaux.avantages.exclusifs"
"src/app/actions/email.ts",216,"Visibilité prioritaire","actionsEmail.visibilite.prioritaire"
"src/app/actions/email.ts",216,"dans les résultats de recherche","actionsEmail.resultats.recherche"
"src/app/actions/email.ts",217,"Badge de confiance PRO","actionsEmail.badge.confiance.pro"
"src/app/actions/email.ts",217,"sur votre profil","actionsEmail.profil"
"src/app/actions/email.ts",218,"Messagerie directe","actionsEmail.messagerie.directe"
"src/app/actions/email.ts",218,"activée avec vos clients","actionsEmail.activee.clients"
"src/app/actions/email.ts",219,"Analytiques avancées","actionsEmail.analytiques.avancees"
"src/app/actions/email.ts",219,"pour suivre vos performances","actionsEmail.pour.suivre.performances"
"src/app/actions/email.ts",220,"Profil sans publicité","actionsEmail.profil.publicite"
"src/app/actions/email.ts",223,"Accéder à mes avantages","actionsEmail.acceder.mes.avantages"
"src/app/actions/email.ts",250,"Une erreur est survenue lors de l\","actionsEmail.erreur.est.survenue.lors.l"
"src/app/actions/email.ts",281,"Paiement Premium Non Validé","actionsEmail.paiement.premium.non.valide"
"src/app/actions/email.ts",288,"Motif du refus :","actionsEmail.motif.refus"
"src/app/actions/email.ts",292,"Si vous pensez qu'il s'agit d'une erreur, vous pouvez soumettre à nouveau votre demande avec les informations correctes ou nous contacter directement.","actionsEmail.si.vous.pensez.qu.il"
"src/app/actions/email.ts",319,"Une erreur est survenue lors de l\","actionsEmail.erreur.est.survenue.lors.l"
"src/app/actions/favorites.ts",11,"Vous devez être connecté.","actionsFavorites.vous.devez.etre.connecte"
"src/app/actions/favorites.ts",32,"Erreur lors de la suppression","actionsFavorites.erreur.lors.suppression"
"src/app/actions/favorites.ts",36,"Retiré des favoris","actionsFavorites.retire.favoris"
"src/app/actions/favorites.ts",48,"Erreur lors de l\","actionsFavorites.erreur.lors.l"
"src/app/actions/favorites.ts",52,"Ajouté aux favoris","actionsFavorites.ajoute.favoris"
"src/app/actions/handle-expired-premium.ts",151,"No expired premium accounts found","actionsHandleexpiredpremium.no.expired.premium.accounts.found"
"src/app/actions/messages.ts",122,"Non authentifie.","actionsMessages.non.authentifie"
"src/app/actions/messages.ts",127,"Acces non autorise.","actionsMessages.acces.non.autorise"
"src/app/actions/messages.ts",130,"Messagerie reservee aux comptes Premium.","actionsMessages.messagerie.reservee.comptes.premium"
"src/app/actions/messages.ts",141,"Erreur lors du chargement des messages.","actionsMessages.erreur.lors.chargement.messages"
"src/app/actions/messages.ts",146,"Une erreur est survenue.","actionsMessages.erreur.est.survenue"
"src/app/actions/messages.ts",182,"Non authentifie.","actionsMessages.non.authentifie"
"src/app/actions/messages.ts",186,"Acces non autorise.","actionsMessages.acces.non.autorise"
"src/app/actions/messages.ts",189,"Messagerie reservee aux comptes Premium.","actionsMessages.messagerie.reservee.comptes.premium"
"src/app/actions/messages.ts",213,"Erreur lors de l'envoi du message.","actionsMessages.erreur.lors.l.envoi.message"
"src/app/actions/messages.ts",216,"Message envoye avec succes !","actionsMessages.message.envoye.succes"
"src/app/actions/messages.ts",218,"Une erreur est survenue.","actionsMessages.erreur.est.survenue"
"src/app/actions/notifications.ts",83,"Non authentifié.","actionsNotifications.non.authentifie"
"src/app/actions/notifications.ts",92,"Notification introuvable.","actionsNotifications.notification.introuvable"
"src/app/actions/notifications.ts",97,"Notification consultee.","actionsNotifications.notification.consultee"
"src/app/actions/notifications.ts",101,"Acces non autorise.","actionsNotifications.acces.non.autorise"
"src/app/actions/notifications.ts",111,"Impossible de marquer comme lu.","actionsNotifications.impossible.marquer.comme.lu"
"src/app/actions/notifications.ts",114,"Notification lue.","actionsNotifications.notification.lue"
"src/app/actions/notifications.ts",140,"Non authentifié","actionsNotifications.non.authentifie"
"src/app/actions/notifications.ts",148,"Erreur lors de la mise à jour.","actionsNotifications.erreur.lors.mise.jour"
"src/app/actions/notifications.ts",151,"Toutes les notifications sont lues.","actionsNotifications.toutes.notifications.sont.lues"
"src/app/actions/payment.ts",29,"Vous devez etre connecte pour effectuer cette action.","actionsPayment.vous.devez.etre.connecte.pour"
"src/app/actions/payment.ts",34,"La reference de paiement est requise.","actionsPayment.reference.paiement.est.requise"
"src/app/actions/payment.ts",51,"Vous avez deja une demande de paiement en cours de verification.","actionsPayment.vous.avez.deja.demande.paiement"
"src/app/actions/payment.ts",82,"Nouveau paiement premium en attente","actionsPayment.nouveau.paiement.premium.attente"
"src/app/actions/payment.ts",96,"Une erreur inattendue est survenue.","actionsPayment.erreur.inattendue.est.survenue"
"src/app/actions/payment.ts",109,"Non connecte","actionsPayment.non.connecte"
"src/app/actions/payment.ts",124,"Paiements recuperes avec succes","actionsPayment.paiements.recuperes.succes"
"src/app/actions/platform-contact.ts",19,"Veuillez remplir tous les champs obligatoires (Email et Message).","actionsPlatformcontact.veuillez.remplir.tous.champs.obligatoires"
"src/app/actions/platform-contact.ts",45,"Nouveau message de contact","actionsPlatformcontact.nouveau.message.contact"
"src/app/actions/platform-contact.ts",86,"Votre message a été envoyé avec succès !","actionsPlatformcontact.message.ete.envoye.succes"
"src/app/actions/platform-contact.ts",89,"Une erreur est survenue lors de l\","actionsPlatformcontact.erreur.est.survenue.lors.l"
"src/app/actions/premium.ts",244,"Business limit reached. Each account can manage only one business.","actionsPremium.business.limit.reached.each.account"
"src/app/actions/premium.ts",252,"You already manage this business.","actionsPremium.you.already.manage.this.business"
"src/app/actions/premium.ts",286,"Business added successfully!","actionsPremium.business.added.successfully"
"src/app/actions/premium.ts",316,"You do not manage this business.","actionsPremium.you.do.not.manage.this"
"src/app/actions/premium.ts",348,"Primary business updated!","actionsPremium.primary.business.updated"
"src/app/actions/premium.ts",381,"You do not manage this business.","actionsPremium.you.do.not.manage.this"
"src/app/actions/premium.ts",388,"Cannot remove primary business. Set another business as primary first.","actionsPremium.cannot.remove.primary.business.set"
"src/app/actions/premium.ts",408,"Business removed successfully!","actionsPremium.business.removed.successfully"
"src/app/actions/referrals.ts",63,"Date d expiration invalide.","actionsReferrals.date.d.expiration.invalide"
"src/app/actions/referrals.ts",72,"L expiration doit etre dans le futur.","actionsReferrals.l.expiration.doit.etre.futur"
"src/app/actions/referrals.ts",94,"Date d expiration invalide.","actionsReferrals.date.d.expiration.invalide"
